episode,reward
369,5.332300388978549
370,5.331870690501468
371,5.333454668194197
372,5.332129008607502
373,5.334896626835818
374,5.333231348544068
375,5.333248825498707
376,5.332888219132187
377,5.331761966055112
378,5.3338037796751046
379,5.3320586521915985
380,5.332470489292028
381,5.333672498144324
382,5.334531721328624
383,5.331322953614389
384,5.33417975952662
385,5.333257363796914
386,5.332397791136579
387,5.332665868564085
388,5.332078210016874
389,5.332189829282925
390,5.333517194120205
391,5.331246468357332
392,5.330868720207402
393,5.331930420514254
394,5.334176914676025
395,5.333577365159837
396,5.333085705884095
397,5.331029117575852
398,5.332874552143448
399,5.333408504452038
400,5.330386683033765
401,5.333972121554702
402,5.332228927893926
403,5.333751726046234
404,5.333532540322796
405,5.333156362532229
406,5.33253921762746
407,5.332643336434582
408,5.334489048514559
409,5.333660186427611
410,5.33296222691304
411,5.332989898096084
412,5.333110271656196
413,5.334520586358622
414,5.331115637395232
415,5.331660610567582
416,5.333014076487451
417,5.33221576029781
418,5.332283612344796
419,5.334155451491775
420,5.333196430498479
421,5.3328131563965115
422,5.33152671635316
423,5.331630959403405
424,5.330521666409773
425,5.333003439908648
426,5.332013628679139
427,5.3326584927288465
428,5.33202628597061
429,5.331527070343984
430,5.3319137595540695
431,5.332040912804963
432,5.332693471283868
433,5.332200259111701
434,5.331249634252778
435,5.33371136556034
436,5.3301979495477845
437,5.3313411995070865
438,5.333642883177877
439,5.3331468617498246
440,5.333030739230843
441,5.333707020704445
442,5.331221157901787
443,5.333776968694735
444,5.332591819611466
445,5.333626111910377
446,5.3325421351473885
447,5.333884465559844
448,5.332630571264776
449,5.3329246495753715
450,5.331949701688064
451,5.332322067295113
452,5.332792037023033
453,5.333312493827396
454,5.331607860158016
455,5.33215550579844
456,5.333254891915523
457,5.3328599456920465
458,5.333009517558708
459,5.333076187136115
460,5.330898167316992
461,5.331552641240783
462,5.332302334123984
463,5.3342106448525435
464,5.333217620746716
465,5.331919468875949
466,5.333901727131728
467,5.332527304901767
468,5.333366878905718
469,5.333239320672064
470,5.331973353991621
471,5.333013685695967
472,5.330655824399734
473,5.332714375707916
474,5.331795241495321
475,5.332419977614741
476,5.332360481406507
477,5.331229335327272
478,5.332138321354538
479,5.332627070396391
480,5.3347431995616645
481,5.330963714839228
482,5.331020693633505
483,5.334919370885903
484,5.333411737030151
485,5.3320006149830235
486,5.3332708010086805
487,5.335595750967752
488,5.331065690931652
489,5.333494888931938
490,5.3329335490190175
491,5.331933245411179
492,5.332361439569546
493,5.3326842473256555
494,5.332486052076309
495,5.3340789133281845
496,5.333918688677812
497,5.333470364694719
498,5.335175846406926
499,5.33361628196355
500,5.332054093459629
501,5.334828378294549
502,5.332866963449682
503,5.334268503279567
504,5.331811256707812
505,5.331873069833648
506,5.331825165344444
507,5.332200360676168
508,5.332831078425631
509,5.332540341103492
510,5.335353461899338
511,5.333783119257749
512,5.333533996765706
513,5.333295897473562
514,5.332807405759194
515,5.336481175056409
516,5.331482991312306
517,5.331417801979907
518,5.331315474246086
519,5.333540918655039
520,5.333261601812659
521,5.330420028068517
522,5.331314254234126
523,5.333085130391936
524,5.33472177270648
525,5.333837458954065
526,5.333711838712716
527,5.333280381074946
528,5.33346388001733
529,5.331644214656002
530,5.331762086276946
531,5.331862886694655
532,5.332651068955869
533,5.332313463973431
534,5.33294408001106
535,5.3339033415652395
536,5.332594719992226
537,5.333202482875183
538,5.33215154573498
539,5.333212643220399
540,5.331813499289808
541,5.334714410755051
542,5.332331225873592
543,5.334525942117764
544,5.333376818848418
545,5.33279430853435
546,5.3325808188489425
547,5.332506276173039
548,5.333387429736533
549,5.332423638678414
550,5.334661269706228
551,5.3325526151385745
552,5.332415293076558
553,5.332721312515041
554,5.333239655411788
555,5.3325856399181575
556,5.332866657991794
557,5.331395108923822
558,5.333470836000991
559,5.333480387900455
560,5.332210058396537
561,5.334327592868007
562,5.333563275580758
563,5.332548918740642
564,5.331443788973278
565,5.333089025629633
566,5.3315040833905805
567,5.330708833529304
568,5.335962659157687
569,5.331953812843718
570,5.331617471488681
571,5.3321092304055995
572,5.3327344185398005
573,5.332446897173725
574,5.331821615354599
575,5.331533472680615
576,5.332552379024772
577,5.331981341644905
578,5.330876159876517
579,5.332238919182764
580,5.331240074481091
581,5.332729154659393
582,5.3313782332122095
583,5.3329828197272064
584,5.333453473941876
585,5.334660231117102
586,5.331493574573702
587,5.33341540077398
588,5.331518122714499
589,5.331248260652625
590,5.3332585149799705
591,5.333399280942878
592,5.3328164558624
593,5.333114067329788
594,5.334085371002409
595,5.333711293656929
596,5.332000190137439
597,5.332871090685778
598,5.334146665750932
599,5.3341572604670375
600,5.332405742058928
601,5.333330502227646
602,5.333160532622699
603,5.333011574644221
604,5.332398000974219
605,5.332195185047414
606,5.33295867802061
607,5.332286038321669
608,5.33149273384236
609,5.333518829891478
610,5.333009874999561
611,5.333000279151086
612,5.331528827799001
613,5.333218548388778
614,5.333664382693964
615,5.3322786359405505
616,5.332136059909967
617,5.332358598839413
618,5.330548839055368
619,5.333478663429084
620,5.333984493782886
621,5.3312151330154975
622,5.332692287026113
623,5.332580824976958
624,5.332059413853486
625,5.333053723987973
626,5.333240828158175
627,5.334214434347146
628,5.334656414696919
629,5.332420240002765
630,5.331200010828034
631,5.333071041096133
632,5.335230577055533
633,5.331374421654992
634,5.331598388075733
635,5.332365883027087
636,5.33342960023095
637,5.332991024587432
638,5.3312653250266955
639,5.331719428041623
640,5.332654441694238
641,5.3315432426356395
642,5.333771205683043
643,5.334197078869273
644,5.3317872471726275
645,5.333434836254131
646,5.3317004347884875
647,5.332959216015606
648,5.3323711830148
649,5.333216762269359
650,5.332288005932941
651,5.333752580575634
652,5.333994882471401
653,5.332111190965978
654,5.332069281147152
655,5.331967901541557
656,5.330454237483231
657,5.331829840362637
658,5.3323107582506
659,5.335147644886252
660,5.334173653556508
661,5.333710626153188
662,5.331927965529893
663,5.333737807108928
664,5.332577497939422
665,5.332266293163638
666,5.330437496231141
667,5.331991619729816
668,5.332353130830228
669,5.333202217686583
670,5.332567545628137
671,5.33310291076819
672,5.334135422705998
673,5.332441107965806
674,5.332571815182316
675,5.333778258730192
676,5.332507381380427
677,5.33374316951241
678,5.332906884137664
679,5.332464905159966
680,5.330224626967944
681,5.33241508024031
682,5.331577782536453
683,5.332028937854869
684,5.331194594628833
685,5.332601314746068
686,5.3338082784997525
687,5.33153087019425
688,5.332957532316701
689,5.3313989005607745
690,5.335491017574114
691,5.332731084979542
692,5.331279906343447
693,5.334395776009252
694,5.331238330763398
695,5.331238162615627
696,5.333228077228831
697,5.333048987440705
698,5.334245737823615
699,5.334074397491541
700,5.332687090777068
701,5.332639503125645
702,5.333389978905245
703,5.332621192060735
704,5.333252255800836
705,5.332890475572903
706,5.3329440220118265
707,5.3335837418204655
708,5.333505148935362
709,5.331310225677136
710,5.331831425537782
711,5.333212019618287
712,5.3325405446726535
713,5.3332210795272985
714,5.332207687012854
715,5.333784720861814
716,5.332624034897432
717,5.332926157419578
718,5.330627164782001
719,5.332112962176119
720,5.331920561993087
721,5.333371124544868
722,5.332717530695657
723,5.332362184891117
724,5.33155380913141
725,5.334016504135871
726,5.3331087309328105
727,5.332992925049787
728,5.333297651487165
729,5.333604917683438
730,5.332739813042696
731,5.332697158399604
732,5.333513093992725
733,5.333500048877021
734,5.332451962886278
735,5.333626756856454
736,5.331100266171141
737,5.332182393586088
738,5.3341680386273325
739,5.331480111824433
740,5.332255330272819
741,5.3318138851719254
742,5.334751156003335
743,5.332852385496054
744,5.33406222346569
745,5.332685467463538
746,5.333528618315249
747,5.331351868878063
748,5.3319786136416205
749,5.333434442851374
750,5.333046290422871
751,5.3336948961633475
752,5.3323778515257345
753,5.332419541945228
754,5.331382860753148
755,5.335112155847266
756,5.331604480353953
757,5.335657028285841
758,5.334711912709402
759,5.3336938155268
760,5.332702795447879
761,5.331017193775438
762,5.334044727903503
763,5.3308068015646946
764,5.333380757315538
765,5.334748713220598
766,5.334277823470035
767,5.333305111775619
768,5.330856061170401
769,5.333780059684763
770,5.332162220621473
771,5.332524135874493
772,5.3339328416345
773,5.3335163817490745
774,5.3332430390863905
775,5.332375369333015
776,5.331935372551108
777,5.331878147834011
778,5.334091012285128
779,5.33170829319053
780,5.334591761421649
781,5.331383067919454
782,5.332602208721717
783,5.3317399033661985
784,5.331508489196967
785,5.333021201768084
786,5.331188073743636
787,5.3323970189976535
788,5.3327900658761145
789,5.331769061405954
790,5.331468911233138
791,5.333054858278487
792,5.331623276977147
793,5.330753688036399
794,5.332804420347458
795,5.33288583326566
796,5.335821039396826
797,5.332485804603383
798,5.331959730929583
799,5.332624810516066
800,5.332213351750344
801,5.333408422729015
802,5.3309302668749226
803,5.331454477878857
804,5.333044531211598
805,5.3326356939447095
806,5.333552044862042
807,5.332100531037817
808,5.3329360610401935
809,5.332778067842774
810,5.33186809887032
811,5.331949776319757
812,5.332533507944149
813,5.334674542764851
814,5.332508589061714
815,5.332718849678155
816,5.331505514300662
817,5.333442109488864
818,5.331534663784392
819,5.332223604062868
820,5.333069093715196
821,5.334283422859116
822,5.3307482661063545
823,5.333794762675076
824,5.331767243294905
825,5.331897198871086
826,5.334080380960245
827,5.332811233858578
828,5.332978916128077
829,5.3343368800304845
830,5.332860312834317
831,5.333973464134935
832,5.331742361286086
833,5.333404260512765
834,5.3314919124344975
835,5.331554389068874
836,5.330712269356816
837,5.332917215485612
838,5.332289823749647
839,5.331968935447701
840,5.33173638552255
841,5.332533476741446
842,5.333368701776216
843,5.3325847085088895
844,5.333301608947082
845,5.333924040433377
846,5.3334240051642965
847,5.3330566587945505
848,5.333353460520257
849,5.332411454108158
850,5.331760825220222
851,5.3325323457381195
852,5.333220917102096
853,5.333427912886464
854,5.331926494863506
855,5.334481150200588
856,5.330274501574635
857,5.333860520923896
858,5.331975810759879
859,5.332948027014069
860,5.333009180615427
861,5.331670876905783
862,5.334162635268232
863,5.332984193580234
864,5.333769831257783
865,5.333030459331962
866,5.332991593194574
867,5.333079399213226
868,5.331974683969015
869,5.332991091864592
870,5.333150837042751
871,5.3329336475201465
872,5.333099680635854
873,5.333540112686478
874,5.333007322096332
875,5.332373100686908
876,5.3323516564290685
877,5.334122631836426
878,5.332412516672822
879,5.330875046456711
880,5.333706542471564
881,5.332141702440715
882,5.3355811339619414
883,5.330382993424191
884,5.333010837658758
885,5.332806777181553
886,5.332631918516931
887,5.332761814909389
888,5.331114684594294
889,5.333494679229787
890,5.331919472927446
891,5.332137737419412
892,5.332997423655193
893,5.332106115650738
894,5.332949048592404
895,5.333245460823882
896,5.332211349941829
897,5.334385949572738
898,5.332694652421253
899,5.332970488395063
900,5.331280753360414
901,5.332211012877043
902,5.33363642011793
903,5.33311494331441
904,5.332929431417785
905,5.33489138417675
906,5.3299608299664705
907,5.333124539272596
908,5.33253679515191
909,5.334246866874029
910,5.334547492364884
911,5.333621933361435
912,5.331715399560171
913,5.332124895398135
914,5.33230102600692
915,5.331736793416084
916,5.333371040438035
917,5.333103386735605
918,5.33389433907071
919,5.330637489621051
920,5.333352352306974
921,5.331743415135858
922,5.332544564973034
923,5.333138606730735
924,5.332103588680102
925,5.333758566474831
926,5.332666691735408
927,5.330533402012755
928,5.332559909220329
929,5.331835126838737
930,5.333177285799792
931,5.332728930324681
932,5.33289958117804
933,5.333716014560039
934,5.331780542855888
935,5.33380569566739
936,5.333160548085981
937,5.332714227051184
938,5.332493251610487
939,5.333340155726447
940,5.33402594428183
941,5.331131612387765
942,5.3343276617880235
943,5.333132686476109
944,5.332272713940853
945,5.331010470268801
946,5.33359306086065
947,5.332309494427509
948,5.3317152634871725
949,5.333077225002395
950,5.331163666080414
951,5.333185010899459
952,5.3309014127597045
953,5.33482708363556
954,5.330646972778091
955,5.331951470593573
956,5.334070586839214
957,5.332767405506285
958,5.333995597297324
959,5.334311786496734
960,5.330885079597866
961,5.332126798632384
962,5.33253615550327
963,5.332261823413756
964,5.331673964464592
965,5.332965444146655
966,5.332589264175127
967,5.333909497792938
968,5.334154306328564
969,5.333593403409772
970,5.330866201980246
971,5.3317745049117455
972,5.332968756099099
973,5.334460677447602
974,5.334538858278158
975,5.334721544369003
976,5.3315350916784965
977,5.332549205446689
978,5.331782028797178
979,5.333314491175813
980,5.334818346149643
981,5.333685031062618
982,5.333886786316771
983,5.3306139261926155
984,5.330998553009451
985,5.332523835869441
986,5.3323939687823625
987,5.332636904819374
988,5.332174257051253
989,5.3329666547935375
990,5.331495254118238
991,5.332874100424032
992,5.332016869374527
993,5.331323916751664
994,5.332951863931029
995,5.331869515688524
996,5.334222356190171
997,5.33477934533806
998,5.331250883393743
999,5.332900560451478
1000,5.333452969179927
